C:\kingmaker_adpt_feature_nulltest_v9\data\_system\analysis\stage3_adpt_feature_nulltest_v9_20260715\run_adpt_feature_nulltest_v9.py:197: FutureWarning: The default fill_method='pad' in Series.pct_change is deprecated and will be removed in a future version. Either fill in any non-leading NA values prior to calling pct_change or specify 'fill_method=None' to not fill NA values.
  basket_ret20 = basket.pct_change(20) * 100.0
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_1", "call_index": 1, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 1, "best_hash": "311ec06147d5f64e2db5725a93921569579c66cd4ccd566881299d40316354e4", "best_fitness": -1.9985710803057608, "mean_fitness": -790000000.7793155, "best_primary_objective_pct_per_day": 1.2849384913222448, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 1.2849384913222448, "best_mae_penalty": 1.9893325080618873, "best_realized_loss_penalty": 0.6861192760771587, "best_total_risk_penalty": 2.675451784139046, "best_fitness_before_entry_gate": -1.9985710803057608, "best_final_fitness": -1.9985710803057608, "best_trade_count": 43, "best_trade_count_gate_pass": true, "best_win_rate_pct": 60.46511627906976, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:04:03.188740+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 39, "best_hash": "434534b47fe9c09b0c57600fa5c31d0d31ed48708b817dff4b6eefc49e16c038", "best_fitness": 0.8475546448598581, "mean_fitness": -210000000.3977731, "best_primary_objective_pct_per_day": 2.3856335530637147, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.3856335530637147, "best_mae_penalty": 1.062678559560493, "best_realized_loss_penalty": 0.4754003486433635, "best_total_risk_penalty": 1.5380789082038566, "best_fitness_before_entry_gate": 0.8475546448598581, "best_final_fitness": 0.8475546448598581, "best_trade_count": 23, "best_trade_count_gate_pass": true, "best_win_rate_pct": 82.6086956521739, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:10:29.857006+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_2", "call_index": 2, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 40, "best_hash": "434534b47fe9c09b0c57600fa5c31d0d31ed48708b817dff4b6eefc49e16c038", "best_fitness": 0.8475546448598581, "mean_fitness": -140000000.50943145, "best_primary_objective_pct_per_day": 2.3856335530637147, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.3856335530637147, "best_mae_penalty": 1.062678559560493, "best_realized_loss_penalty": 0.4754003486433635, "best_total_risk_penalty": 1.5380789082038566, "best_fitness_before_entry_gate": 0.8475546448598581, "best_final_fitness": 0.8475546448598581, "best_trade_count": 23, "best_trade_count_gate_pass": true, "best_win_rate_pct": 82.6086956521739, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:10:32.572038+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 1, "best_hash": "13b2d56c7f3b632a9ccdd890a1882d38bb49564bd40ef6b2f77e80c391845ce6", "best_fitness": -1.6901140076986276, "mean_fitness": -790000000.7956845, "best_primary_objective_pct_per_day": 1.4901710875682341, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 1.4901710875682341, "best_mae_penalty": 2.0622991846946825, "best_realized_loss_penalty": 1.0099200683439487, "best_total_risk_penalty": 3.0722192530386314, "best_fitness_before_entry_gate": -1.6901140076986276, "best_final_fitness": -1.6901140076986276, "best_trade_count": 27, "best_trade_count_gate_pass": true, "best_win_rate_pct": 70.37037037037037, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:11:07.712278+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 2, "best_hash": "2ad355dc1654c51c7bc689df1cf3e6f1ddc96e511ea0a0e2bcd1759e1135d708", "best_fitness": 1.2689515200072987, "mean_fitness": -530000001.41459674, "best_primary_objective_pct_per_day": 2.8471690178708906, "best_trade_count_factor": 0.85, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 2.420093665190257, "best_mae_penalty": 0.873544478583654, "best_realized_loss_penalty": 0.2775976665993045, "best_total_risk_penalty": 1.1511421451829587, "best_fitness_before_entry_gate": 1.2689515200072987, "best_final_fitness": 1.2689515200072987, "best_trade_count": 16, "best_trade_count_gate_pass": true, "best_win_rate_pct": 81.25, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:11:10.251882+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 3, "best_hash": "97dac81473b5e526301030b3cca7deed4fae02644901f8a515a314acfe648f07", "best_fitness": 1.2689515200072987, "mean_fitness": -240000001.74381462, "best_primary_objective_pct_per_day": 2.8471690178708906, "best_trade_count_factor": 0.85, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 2.420093665190257, "best_mae_penalty": 0.873544478583654, "best_realized_loss_penalty": 0.2775976665993045, "best_total_risk_penalty": 1.1511421451829587, "best_fitness_before_entry_gate": 1.2689515200072987, "best_final_fitness": 1.2689515200072987, "best_trade_count": 16, "best_trade_count_gate_pass": true, "best_win_rate_pct": 81.25, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:11:12.730811+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 4, "best_hash": "97dac81473b5e526301030b3cca7deed4fae02644901f8a515a314acfe648f07", "best_fitness": 1.2689515200072987, "mean_fitness": -240000001.1322149, "best_primary_objective_pct_per_day": 2.8471690178708906, "best_trade_count_factor": 0.85, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 2.420093665190257, "best_mae_penalty": 0.873544478583654, "best_realized_loss_penalty": 0.2775976665993045, "best_total_risk_penalty": 1.1511421451829587, "best_fitness_before_entry_gate": 1.2689515200072987, "best_final_fitness": 1.2689515200072987, "best_trade_count": 16, "best_trade_count_gate_pass": true, "best_win_rate_pct": 81.25, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:11:15.185935+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 5, "best_hash": "f5e2ee86a908a70eecb767b9f173a29b51fa517ab41cf549fcca88b95e2c76a3", "best_fitness": 1.4784953790845923, "mean_fitness": -220000000.81198043, "best_primary_objective_pct_per_day": 2.7532555490314574, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.7532555490314574, "best_mae_penalty": 1.1610614296320747, "best_realized_loss_penalty": 0.11369874031479034, "best_total_risk_penalty": 1.2747601699468651, "best_fitness_before_entry_gate": 1.4784953790845923, "best_final_fitness": 1.4784953790845923, "best_trade_count": 22, "best_trade_count_gate_pass": true, "best_win_rate_pct": 77.27272727272727, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:11:17.619856+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 6, "best_hash": "89a3b939c632ebda9e83f8a8c0e7c8acb6ec3beb7b06df21a2c7752dcf4eeac7", "best_fitness": 1.4784953790845923, "mean_fitness": -170000000.3928501, "best_primary_objective_pct_per_day": 2.7532555490314574, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.7532555490314574, "best_mae_penalty": 1.1610614296320747, "best_realized_loss_penalty": 0.11369874031479034, "best_total_risk_penalty": 1.2747601699468651, "best_fitness_before_entry_gate": 1.4784953790845923, "best_final_fitness": 1.4784953790845923, "best_trade_count": 22, "best_trade_count_gate_pass": true, "best_win_rate_pct": 77.27272727272727, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:11:19.965797+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 7, "best_hash": "89a3b939c632ebda9e83f8a8c0e7c8acb6ec3beb7b06df21a2c7752dcf4eeac7", "best_fitness": 1.4784953790845923, "mean_fitness": -139999999.96837327, "best_primary_objective_pct_per_day": 2.7532555490314574, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.7532555490314574, "best_mae_penalty": 1.1610614296320747, "best_realized_loss_penalty": 0.11369874031479034, "best_total_risk_penalty": 1.2747601699468651, "best_fitness_before_entry_gate": 1.4784953790845923, "best_final_fitness": 1.4784953790845923, "best_trade_count": 22, "best_trade_count_gate_pass": true, "best_win_rate_pct": 77.27272727272727, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:11:22.311829+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 8, "best_hash": "91b245e1ac9bb2b3d4bcccd0a7e7d3231dfcf480aea79027997af182d1a78323", "best_fitness": 1.7138409261326573, "mean_fitness": -140000000.03854534, "best_primary_objective_pct_per_day": 2.9325082383309398, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.9325082383309398, "best_mae_penalty": 1.0935986978520131, "best_realized_loss_penalty": 0.12506861434626942, "best_total_risk_penalty": 1.2186673121982825, "best_fitness_before_entry_gate": 1.7138409261326573, "best_final_fitness": 1.7138409261326573, "best_trade_count": 20, "best_trade_count_gate_pass": true, "best_win_rate_pct": 80.0, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:11:24.748465+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 9, "best_hash": "5aed5ac109b93d24e238a0cfeba8b17f3622ea69a4edf7e1777af628659a826e", "best_fitness": 2.104953866687353, "mean_fitness": -159999999.68208066, "best_primary_objective_pct_per_day": 3.504392564233396, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 3.504392564233396, "best_mae_penalty": 0.8577124337857078, "best_realized_loss_penalty": 0.5417262637603348, "best_total_risk_penalty": 1.3994386975460427, "best_fitness_before_entry_gate": 2.104953866687353, "best_final_fitness": 2.104953866687353, "best_trade_count": 20, "best_trade_count_gate_pass": true, "best_win_rate_pct": 85.0, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:11:27.121307+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 10, "best_hash": "e2063e5af3bde95844896f9c0f8ad6c595329eefeb970b64d1ff63cd5c2671a8", "best_fitness": 2.104953866687353, "mean_fitness": -149999999.78044423, "best_primary_objective_pct_per_day": 3.504392564233396, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 3.504392564233396, "best_mae_penalty": 0.8577124337857078, "best_realized_loss_penalty": 0.5417262637603348, "best_total_risk_penalty": 1.3994386975460427, "best_fitness_before_entry_gate": 2.104953866687353, "best_final_fitness": 2.104953866687353, "best_trade_count": 20, "best_trade_count_gate_pass": true, "best_win_rate_pct": 85.0, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:11:29.660556+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 11, "best_hash": "33f57332bd97e8b4e08aa3292b37510f94f9fa819b28877b79475e4edfe8d1b3", "best_fitness": 2.179114500856939, "mean_fitness": -99999999.85239714, "best_primary_objective_pct_per_day": 2.9500786579362637, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 2.9500786579362637, "best_mae_penalty": 0.5680051037534005, "best_realized_loss_penalty": 0.2029590533259243, "best_total_risk_penalty": 0.7709641570793249, "best_fitness_before_entry_gate": 2.179114500856939, "best_final_fitness": 2.179114500856939, "best_trade_count": 20, "best_trade_count_gate_pass": true, "best_win_rate_pct": 80.0, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:11:32.165269+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 12, "best_hash": "298684e618cadd27bc1488f9af6ce83bdd75834511c09e98fd44cfd158dc012f", "best_fitness": 2.3458797678819248, "mean_fitness": -89999999.44844991, "best_primary_objective_pct_per_day": 3.171398266643912, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 3.171398266643912, "best_mae_penalty": 0.5769231046303186, "best_realized_loss_penalty": 0.24859539413166865, "best_total_risk_penalty": 0.8255184987619872, "best_fitness_before_entry_gate": 2.3458797678819248, "best_final_fitness": 2.3458797678819248, "best_trade_count": 22, "best_trade_count_gate_pass": true, "best_win_rate_pct": 77.27272727272727, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:11:34.539947+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 13, "best_hash": "221fec15ee7e9b99f3cc2df2d26694a369bb76b53cb69782336c0dc27fabe399", "best_fitness": 3.0423123748435845, "mean_fitness": -59999999.2328072, "best_primary_objective_pct_per_day": 3.8286264746647882, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 3.8286264746647882, "best_mae_penalty": 0.6497619265676752, "best_realized_loss_penalty": 0.1365521732535282, "best_total_risk_penalty": 0.7863140998212034, "best_fitness_before_entry_gate": 3.0423123748435845, "best_final_fitness": 3.0423123748435845, "best_trade_count": 21, "best_trade_count_gate_pass": true, "best_win_rate_pct": 80.95238095238095, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:11:36.883363+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 14, "best_hash": "1cb379db429f399c3e4ab21353653caf2bb8ff21e6fab6b8f364b466534bb9e1", "best_fitness": 3.0423123748435845, "mean_fitness": -79999999.2421022, "best_primary_objective_pct_per_day": 3.8286264746647882, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 3.8286264746647882, "best_mae_penalty": 0.6497619265676752, "best_realized_loss_penalty": 0.1365521732535282, "best_total_risk_penalty": 0.7863140998212034, "best_fitness_before_entry_gate": 3.0423123748435845, "best_final_fitness": 3.0423123748435845, "best_trade_count": 21, "best_trade_count_gate_pass": true, "best_win_rate_pct": 80.95238095238095, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:11:39.133883+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 15, "best_hash": "1cb379db429f399c3e4ab21353653caf2bb8ff21e6fab6b8f364b466534bb9e1", "best_fitness": 3.0423123748435845, "mean_fitness": -159999999.09862843, "best_primary_objective_pct_per_day": 3.8286264746647882, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 3.8286264746647882, "best_mae_penalty": 0.6497619265676752, "best_realized_loss_penalty": 0.1365521732535282, "best_total_risk_penalty": 0.7863140998212034, "best_fitness_before_entry_gate": 3.0423123748435845, "best_final_fitness": 3.0423123748435845, "best_trade_count": 21, "best_trade_count_gate_pass": true, "best_win_rate_pct": 80.95238095238095, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:11:41.553911+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 16, "best_hash": "1cb379db429f399c3e4ab21353653caf2bb8ff21e6fab6b8f364b466534bb9e1", "best_fitness": 3.0423123748435845, "mean_fitness": -129999999.21373038, "best_primary_objective_pct_per_day": 3.8286264746647882, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 3.8286264746647882, "best_mae_penalty": 0.6497619265676752, "best_realized_loss_penalty": 0.1365521732535282, "best_total_risk_penalty": 0.7863140998212034, "best_fitness_before_entry_gate": 3.0423123748435845, "best_final_fitness": 3.0423123748435845, "best_trade_count": 21, "best_trade_count_gate_pass": true, "best_win_rate_pct": 80.95238095238095, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:11:43.935333+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 17, "best_hash": "1cb379db429f399c3e4ab21353653caf2bb8ff21e6fab6b8f364b466534bb9e1", "best_fitness": 3.0423123748435845, "mean_fitness": -89999998.88775708, "best_primary_objective_pct_per_day": 3.8286264746647882, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 3.8286264746647882, "best_mae_penalty": 0.6497619265676752, "best_realized_loss_penalty": 0.1365521732535282, "best_total_risk_penalty": 0.7863140998212034, "best_fitness_before_entry_gate": 3.0423123748435845, "best_final_fitness": 3.0423123748435845, "best_trade_count": 21, "best_trade_count_gate_pass": true, "best_win_rate_pct": 80.95238095238095, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:11:46.251434+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 18, "best_hash": "1cb379db429f399c3e4ab21353653caf2bb8ff21e6fab6b8f364b466534bb9e1", "best_fitness": 3.0423123748435845, "mean_fitness": -49999998.8876914, "best_primary_objective_pct_per_day": 3.8286264746647882, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 3.8286264746647882, "best_mae_penalty": 0.6497619265676752, "best_realized_loss_penalty": 0.1365521732535282, "best_total_risk_penalty": 0.7863140998212034, "best_fitness_before_entry_gate": 3.0423123748435845, "best_final_fitness": 3.0423123748435845, "best_trade_count": 21, "best_trade_count_gate_pass": true, "best_win_rate_pct": 80.95238095238095, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:11:48.512744+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 19, "best_hash": "8f3cbead76a1f8bc36609338a1a8d4e281badd23ce049f1b70a30bc3a651041c", "best_fitness": 3.2477006023381776, "mean_fitness": 1.221751831850471, "best_primary_objective_pct_per_day": 4.049215123041055, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 4.049215123041055, "best_mae_penalty": 0.5529191265712088, "best_realized_loss_penalty": 0.24859539413166865, "best_total_risk_penalty": 0.8015145207028774, "best_fitness_before_entry_gate": 3.2477006023381776, "best_final_fitness": 3.2477006023381776, "best_trade_count": 22, "best_trade_count_gate_pass": true, "best_win_rate_pct": 86.36363636363636, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:11:50.667594+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 20, "best_hash": "cc441d8c6b03f30a084e8e956fb9ddf7d9d98389c114c8e492ff86eed8449fd9", "best_fitness": 3.296606706952877, "mean_fitness": -49999998.72153809, "best_primary_objective_pct_per_day": 4.149913575111718, "best_trade_count_factor": 0.9625, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 3.9942918160450285, "best_mae_penalty": 0.6234789193880348, "best_realized_loss_penalty": 0.07420618970411708, "best_total_risk_penalty": 0.6976851090921519, "best_fitness_before_entry_gate": 3.296606706952877, "best_final_fitness": 3.296606706952877, "best_trade_count": 19, "best_trade_count_gate_pass": true, "best_win_rate_pct": 84.21052631578947, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:11:53.217078+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 21, "best_hash": "af2bc99971b1a91780dc19f8036a78ce9e91cccf4c870c7eef52a5f962b745c6", "best_fitness": 3.296606706952877, "mean_fitness": -79999998.87462513, "best_primary_objective_pct_per_day": 4.149913575111718, "best_trade_count_factor": 0.9625, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 3.9942918160450285, "best_mae_penalty": 0.6234789193880348, "best_realized_loss_penalty": 0.07420618970411708, "best_total_risk_penalty": 0.6976851090921519, "best_fitness_before_entry_gate": 3.296606706952877, "best_final_fitness": 3.296606706952877, "best_trade_count": 19, "best_trade_count_gate_pass": true, "best_win_rate_pct": 84.21052631578947, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:11:55.682903+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 22, "best_hash": "409cfb84a51682e9110649e47d57ee65541f4fbd942cf968adcd6963c382a97a", "best_fitness": 3.3573810892379914, "mean_fitness": -79999998.66359906, "best_primary_objective_pct_per_day": 4.206303825213085, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 4.206303825213085, "best_mae_penalty": 0.5754678024302574, "best_realized_loss_penalty": 0.2734549335448355, "best_total_risk_penalty": 0.8489227359750929, "best_fitness_before_entry_gate": 3.3573810892379914, "best_final_fitness": 3.3573810892379914, "best_trade_count": 20, "best_trade_count_gate_pass": true, "best_win_rate_pct": 85.0, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:11:57.993942+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 23, "best_hash": "3b6504de3d31f3ea961876caabddedd8a07a32d8cdcca8e0b543322e43a21a77", "best_fitness": 3.3573810892379914, "mean_fitness": -49999998.45208853, "best_primary_objective_pct_per_day": 4.206303825213085, "best_trade_count_factor": 1.0, "best_trade_count_factor_bin": "20_80", "best_primary_after_trade_count_factor": 4.206303825213085, "best_mae_penalty": 0.5754678024302574, "best_realized_loss_penalty": 0.2734549335448355, "best_total_risk_penalty": 0.8489227359750929, "best_fitness_before_entry_gate": 3.3573810892379914, "best_final_fitness": 3.3573810892379914, "best_trade_count": 20, "best_trade_count_gate_pass": true, "best_win_rate_pct": 85.0, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:12:00.226392+00:00"}
{"event": "stage3_aap_tradecount_factor_v3_ga_generation", "stage": "qualify", "fold": "train_3", "call_index": 3, "gene_scope": "entry", "evaluation_workers": 28, "parallel_axis": "population_fitness_evaluation", "merge_order": "input_index_order", "generation": 24, "best_hash": "a1291691bceb9dea6d8c753c8cd4768ccd35edca1a3e564e1c8afb6b4ac2ef06", "best_fitness": 3.6794837281626918, "mean_fitness": -69999998.2931058, "best_primary_objective_pct_per_day": 4.374573845583054, "best_trade_count_factor": 0.925, "best_trade_count_factor_bin": "12_19", "best_primary_after_trade_count_factor": 4.0464808071643255, "best_mae_penalty": 0.2886683232028437, "best_realized_loss_penalty": 0.07832875579879027, "best_total_risk_penalty": 0.366997079001634, "best_fitness_before_entry_gate": 3.6794837281626918, "best_final_fitness": 3.6794837281626918, "best_trade_count": 18, "best_trade_count_gate_pass": true, "best_win_rate_pct": 88.88888888888889, "best_win_rate_threshold_pass": true, "best_entry_gate_pass": true, "logged_at_utc": "2026-07-15T16:12:02.665512+00:00"}
