active_days,champion_origin_train_label,decision_threshold,early_take_profit_count,evaluated_days,holding_over_20_sessions_count,holding_over_60_sessions_count,infinite_holding_risk_flag,max_holding_sessions,method,model_hash,near_threshold_crossing_count,one_session_trade_count_all,one_session_whipsaw_count,period_end_open_position_count,regime,signal_whipsaw_rate,survivor,target_date_exit_count,threshold_crossing_count,ticker,trade_count,two_or_less_session_cycle_count,whipsaw_rate
15,train_3,0.7,9,252,0,0,False,3,rolling_target_2_sessions_tp_on,0d3e331ca79aeb3ac9065c9d76ce7f3ffd41a83738272e3d164a440a5ac6edd4,0,8,0,0,oos,0.0,False,5,24,CAN,14,13,0.5714285714285714
15,train_3,0.7,0,252,0,0,False,2,fixed_2_sessions,0d3e331ca79aeb3ac9065c9d76ce7f3ffd41a83738272e3d164a440a5ac6edd4,0,0,0,0,oos,0.0,False,0,24,CAN,12,12,0.0
43,train_2,0.45,0,751,0,0,False,4,rolling_target_2_sessions_tp_off,70f683b74f0d4a155b053080c855b59ede4e77ed1bd5d7d3ae66d06bdc73fdd0,0,1,0,1,train,0.0,False,34,71,BMI,35,27,0.02857142857142857
43,train_2,0.45,17,751,0,0,False,3,rolling_target_2_sessions_tp_on,70f683b74f0d4a155b053080c855b59ede4e77ed1bd5d7d3ae66d06bdc73fdd0,0,10,0,1,train,0.0,False,17,71,BMI,35,33,0.2857142857142857
43,train_2,0.45,0,751,0,0,False,2,fixed_2_sessions,70f683b74f0d4a155b053080c855b59ede4e77ed1bd5d7d3ae66d06bdc73fdd0,0,0,0,0,train,0.0,False,0,71,BMI,34,34,0.0
23,train_2,0.45,0,515,0,0,False,3,rolling_target_2_sessions_tp_off,70f683b74f0d4a155b053080c855b59ede4e77ed1bd5d7d3ae66d06bdc73fdd0,0,0,0,0,stress,0.0,False,21,42,BMI,21,19,0.0
23,train_2,0.45,11,515,0,0,False,2,rolling_target_2_sessions_tp_on,70f683b74f0d4a155b053080c855b59ede4e77ed1bd5d7d3ae66d06bdc73fdd0,0,5,0,0,stress,0.0,False,10,42,BMI,21,21,0.23809523809523808
23,train_2,0.45,0,515,0,0,False,2,fixed_2_sessions,70f683b74f0d4a155b053080c855b59ede4e77ed1bd5d7d3ae66d06bdc73fdd0,0,0,0,0,stress,0.0,False,0,42,BMI,21,21,0.0
14,train_2,0.45,0,252,0,0,False,2,rolling_target_2_sessions_tp_off,70f683b74f0d4a155b053080c855b59ede4e77ed1bd5d7d3ae66d06bdc73fdd0,0,0,0,0,oos,0.0,False,14,28,BMI,14,14,0.0
14,train_2,0.45,6,252,0,0,False,2,rolling_target_2_sessions_tp_on,70f683b74f0d4a155b053080c855b59ede4e77ed1bd5d7d3ae66d06bdc73fdd0,0,3,0,0,oos,0.0,False,8,28,BMI,14,14,0.21428571428571427
14,train_2,0.45,0,252,0,0,False,2,fixed_2_sessions,70f683b74f0d4a155b053080c855b59ede4e77ed1bd5d7d3ae66d06bdc73fdd0,0,0,0,0,oos,0.0,False,0,28,BMI,14,14,0.0
84,train_1,0.7174501992031872,0,751,0,0,False,6,rolling_target_2_sessions_tp_off,b41903b000af2dc2a2a253f097fa89cda0da66f7440be8d7d23932bb2895cd84,0,0,0,0,train,0.0,False,57,132,AAOI,57,37,0.0
84,train_1,0.7174501992031872,61,751,0,0,False,5,rolling_target_2_sessions_tp_on,b41903b000af2dc2a2a253f097fa89cda0da66f7440be8d7d23932bb2895cd84,0,51,0,0,train,0.0,False,6,132,AAOI,67,62,0.7611940298507462
84,train_1,0.7174501992031872,0,751,0,0,False,2,fixed_2_sessions,b41903b000af2dc2a2a253f097fa89cda0da66f7440be8d7d23932bb2895cd84,0,0,0,0,train,0.0,False,0,132,AAOI,61,61,0.0
46,train_1,0.7174501992031872,0,515,0,0,False,4,rolling_target_2_sessions_tp_off,b41903b000af2dc2a2a253f097fa89cda0da66f7440be8d7d23932bb2895cd84,0,0,0,0,stress,0.0,False,29,60,AAOI,29,16,0.0
46,train_1,0.7174501992031872,27,515,0,0,False,4,rolling_target_2_sessions_tp_on,b41903b000af2dc2a2a253f097fa89cda0da66f7440be8d7d23932bb2895cd84,0,24,0,0,stress,0.0,False,9,60,AAOI,36,29,0.6666666666666666
46,train_1,0.7174501992031872,0,515,0,0,False,2,fixed_2_sessions,b41903b000af2dc2a2a253f097fa89cda0da66f7440be8d7d23932bb2895cd84,0,0,0,0,stress,0.0,False,0,60,AAOI,29,29,0.0
25,train_1,0.7174501992031872,0,252,0,0,False,4,rolling_target_2_sessions_tp_off,b41903b000af2dc2a2a253f097fa89cda0da66f7440be8d7d23932bb2895cd84,0,0,0,0,oos,0.0,False,18,35,AAOI,18,13,0.0
25,train_1,0.7174501992031872,16,252,0,0,False,3,rolling_target_2_sessions_tp_on,b41903b000af2dc2a2a253f097fa89cda0da66f7440be8d7d23932bb2895cd84,0,15,0,0,oos,0.0,False,7,35,AAOI,23,22,0.6521739130434783
25,train_1,0.7174501992031872,0,252,0,0,False,2,fixed_2_sessions,b41903b000af2dc2a2a253f097fa89cda0da66f7440be8d7d23932bb2895cd84,0,0,0,0,oos,0.0,False,0,35,AAOI,18,18,0.0
40,train_3,0.45,0,751,0,0,False,3,rolling_target_2_sessions_tp_off,3a56e4966ed459ffd9d669d512c045701378717e9389e28140c92285f7b457b6,0,0,0,0,train,0.0,False,33,66,C,33,26,0.0
40,train_3,0.45,19,751,0,0,False,3,rolling_target_2_sessions_tp_on,3a56e4966ed459ffd9d669d512c045701378717e9389e28140c92285f7b457b6,0,9,0,0,train,0.0,False,14,66,C,33,31,0.2727272727272727
40,train_3,0.45,0,751,0,0,False,2,fixed_2_sessions,3a56e4966ed459ffd9d669d512c045701378717e9389e28140c92285f7b457b6,0,0,0,0,train,0.0,False,0,66,C,33,33,0.0
34,train_3,0.45,0,515,0,0,False,3,rolling_target_2_sessions_tp_off,3a56e4966ed459ffd9d669d512c045701378717e9389e28140c92285f7b457b6,0,0,0,0,stress,0.0,False,26,52,C,26,18,0.0
34,train_3,0.45,7,515,0,0,False,3,rolling_target_2_sessions_tp_on,3a56e4966ed459ffd9d669d512c045701378717e9389e28140c92285f7b457b6,0,4,0,0,stress,0.0,False,19,52,C,26,20,0.15384615384615385
34,train_3,0.45,0,515,0,0,False,2,fixed_2_sessions,3a56e4966ed459ffd9d669d512c045701378717e9389e28140c92285f7b457b6,0,0,0,0,stress,0.0,False,0,52,C,26,26,0.0
19,train_3,0.45,0,252,0,0,False,3,rolling_target_2_sessions_tp_off,3a56e4966ed459ffd9d669d512c045701378717e9389e28140c92285f7b457b6,0,0,0,0,oos,0.0,False,14,28,C,14,9,0.0
19,train_3,0.45,4,252,0,0,False,3,rolling_target_2_sessions_tp_on,3a56e4966ed459ffd9d669d512c045701378717e9389e28140c92285f7b457b6,0,2,0,0,oos,0.0,False,10,28,C,14,10,0.14285714285714285
19,train_3,0.45,0,252,0,0,False,2,fixed_2_sessions,3a56e4966ed459ffd9d669d512c045701378717e9389e28140c92285f7b457b6,0,0,0,0,oos,0.0,False,0,28,C,14,14,0.0
58,train_3,0.45,0,751,0,0,False,4,rolling_target_2_sessions_tp_off,56b715ec8b607614cb6761275a3c77b3ebfb16d401d6f86eb5f22759bda427ba,0,0,0,0,train,0.0,False,47,106,BCS,47,37,0.0
58,train_3,0.45,24,751,0,0,False,4,rolling_target_2_sessions_tp_on,56b715ec8b607614cb6761275a3c77b3ebfb16d401d6f86eb5f22759bda427ba,0,15,0,0,train,0.0,False,23,106,BCS,47,39,0.3191489361702128
58,train_3,0.45,0,751,0,0,False,2,fixed_2_sessions,56b715ec8b607614cb6761275a3c77b3ebfb16d401d6f86eb5f22759bda427ba,0,0,0,0,train,0.0,False,0,106,BCS,47,47,0.0
35,train_3,0.45,0,515,0,0,False,4,rolling_target_2_sessions_tp_off,56b715ec8b607614cb6761275a3c77b3ebfb16d401d6f86eb5f22759bda427ba,0,0,0,0,stress,0.0,False,25,58,BCS,25,15,0.0
35,train_3,0.45,9,515,0,0,False,4,rolling_target_2_sessions_tp_on,56b715ec8b607614cb6761275a3c77b3ebfb16d401d6f86eb5f22759bda427ba,0,4,0,0,stress,0.0,False,17,58,BCS,26,20,0.15384615384615385
35,train_3,0.45,0,515,0,0,False,2,fixed_2_sessions,56b715ec8b607614cb6761275a3c77b3ebfb16d401d6f86eb5f22759bda427ba,0,0,0,0,stress,0.0,False,0,58,BCS,25,25,0.0
22,train_3,0.45,0,252,0,0,False,4,rolling_target_2_sessions_tp_off,56b715ec8b607614cb6761275a3c77b3ebfb16d401d6f86eb5f22759bda427ba,0,0,0,1,oos,0.0,False,16,41,BCS,17,13,0.0
22,train_3,0.45,5,252,0,0,False,4,rolling_target_2_sessions_tp_on,56b715ec8b607614cb6761275a3c77b3ebfb16d401d6f86eb5f22759bda427ba,0,3,0,1,oos,0.0,False,11,41,BCS,17,14,0.17647058823529413
22,train_3,0.45,0,252,0,0,False,2,fixed_2_sessions,56b715ec8b607614cb6761275a3c77b3ebfb16d401d6f86eb5f22759bda427ba,0,0,0,0,oos,0.0,False,0,41,BCS,17,17,0.0
71,train_1,0.6696414342629482,0,751,0,0,False,5,rolling_target_2_sessions_tp_off,3b55ca87bb22bb4f165844afaa486ec7ad50ba2b2c375871737d09e401fa578d,0,0,0,0,train,0.0,False,54,120,CRMD,54,38,0.0
71,train_1,0.6696414342629482,51,751,0,0,False,5,rolling_target_2_sessions_tp_on,3b55ca87bb22bb4f165844afaa486ec7ad50ba2b2c375871737d09e401fa578d,0,43,0,0,train,0.0,False,9,120,CRMD,60,58,0.7166666666666667
71,train_1,0.6696414342629482,0,751,0,0,False,2,fixed_2_sessions,3b55ca87bb22bb4f165844afaa486ec7ad50ba2b2c375871737d09e401fa578d,0,0,0,0,train,0.0,False,0,120,CRMD,55,55,0.0
50,train_1,0.6696414342629482,0,515,0,0,False,4,rolling_target_2_sessions_tp_off,3b55ca87bb22bb4f165844afaa486ec7ad50ba2b2c375871737d09e401fa578d,0,0,0,0,stress,0.0,False,41,84,CRMD,41,32,0.0
50,train_1,0.6696414342629482,27,515,0,0,False,3,rolling_target_2_sessions_tp_on,3b55ca87bb22bb4f165844afaa486ec7ad50ba2b2c375871737d09e401fa578d,0,25,0,0,stress,0.0,False,18,84,CRMD,45,44,0.5555555555555556
50,train_1,0.6696414342629482,0,515,0,0,False,2,fixed_2_sessions,3b55ca87bb22bb4f165844afaa486ec7ad50ba2b2c375871737d09e401fa578d,0,0,0,0,stress,0.0,False,0,84,CRMD,41,41,0.0
18,train_1,0.6696414342629482,0,252,0,0,False,5,rolling_target_2_sessions_tp_off,3b55ca87bb22bb4f165844afaa486ec7ad50ba2b2c375871737d09e401fa578d,0,0,0,0,oos,0.0,False,16,34,CRMD,16,15,0.0
18,train_1,0.6696414342629482,10,252,0,0,False,5,rolling_target_2_sessions_tp_on,3b55ca87bb22bb4f165844afaa486ec7ad50ba2b2c375871737d09e401fa578d,0,8,0,0,oos,0.0,False,6,34,CRMD,16,15,0.5
18,train_1,0.6696414342629482,0,252,0,0,False,2,fixed_2_sessions,3b55ca87bb22bb4f165844afaa486ec7ad50ba2b2c375871737d09e401fa578d,0,0,0,0,oos,0.0,False,0,34,CRMD,17,17,0.0
37,train_1,0.6019123505976095,0,751,0,0,False,4,rolling_target_2_sessions_tp_off,ee6f24c6f3d683abd3c2cd250cdb4cf0bc1e0fa5139a560a86d02e3901417a7f,0,0,0,0,train,0.0,False,27,54,APA,27,19,0.0
37,train_1,0.6019123505976095,20,751,0,0,False,2,rolling_target_2_sessions_tp_on,ee6f24c6f3d683abd3c2cd250cdb4cf0bc1e0fa5139a560a86d02e3901417a7f,0,14,0,0,train,0.0,False,7,54,APA,27,27,0.5185185185185185
37,train_1,0.6019123505976095,0,751,0,0,False,2,fixed_2_sessions,ee6f24c6f3d683abd3c2cd250cdb4cf0bc1e0fa5139a560a86d02e3901417a7f,0,0,0,0,train,0.0,False,0,54,APA,27,27,0.0
32,train_1,0.6019123505976095,0,515,0,0,False,4,rolling_target_2_sessions_tp_off,ee6f24c6f3d683abd3c2cd250cdb4cf0bc1e0fa5139a560a86d02e3901417a7f,0,0,0,0,stress,0.0,False,26,56,APA,26,21,0.0
32,train_1,0.6019123505976095,15,515,0,0,False,4,rolling_target_2_sessions_tp_on,ee6f24c6f3d683abd3c2cd250cdb4cf0bc1e0fa5139a560a86d02e3901417a7f,0,13,0,0,stress,0.0,False,13,56,APA,28,26,0.4642857142857143
32,train_1,0.6019123505976095,0,515,0,0,False,2,fixed_2_sessions,ee6f24c6f3d683abd3c2cd250cdb4cf0bc1e0fa5139a560a86d02e3901417a7f,0,0,0,0,stress,0.0,False,0,56,APA,26,26,0.0
14,train_1,0.6019123505976095,0,252,0,0,False,4,rolling_target_2_sessions_tp_off,ee6f24c6f3d683abd3c2cd250cdb4cf0bc1e0fa5139a560a86d02e3901417a7f,0,0,0,0,oos,0.0,False,12,24,APA,12,11,0.0
14,train_1,0.6019123505976095,7,252,0,0,False,3,rolling_target_2_sessions_tp_on,ee6f24c6f3d683abd3c2cd250cdb4cf0bc1e0fa5139a560a86d02e3901417a7f,0,6,0,0,oos,0.0,False,5,24,APA,12,11,0.5
14,train_1,0.6019123505976095,0,252,0,0,False,2,fixed_2_sessions,ee6f24c6f3d683abd3c2cd250cdb4cf0bc1e0fa5139a560a86d02e3901417a7f,0,0,0,0,oos,0.0,False,0,24,APA,12,12,0.0
54,train_1,0.5262151394422311,0,751,0,0,False,4,rolling_target_2_sessions_tp_off,60d75c0741efaed615e71f9031a5889a6f4cba757e23423547065b587981ad6f,0,0,0,0,train,0.0,False,45,92,POWI,45,36,0.0
54,train_1,0.5262151394422311,33,751,0,0,False,4,rolling_target_2_sessions_tp_on,60d75c0741efaed615e71f9031a5889a6f4cba757e23423547065b587981ad6f,0,22,0,0,train,0.0,False,12,92,POWI,45,41,0.4888888888888889
54,train_1,0.5262151394422311,0,751,0,0,False,2,fixed_2_sessions,60d75c0741efaed615e71f9031a5889a6f4cba757e23423547065b587981ad6f,0,0,0,0,train,0.0,False,0,92,POWI,45,45,0.0
33,train_1,0.5262151394422311,0,515,0,0,False,3,rolling_target_2_sessions_tp_off,60d75c0741efaed615e71f9031a5889a6f4cba757e23423547065b587981ad6f,0,1,0,1,stress,0.0,False,28,57,POWI,29,25,0.034482758620689655
33,train_1,0.5262151394422311,17,515,0,0,False,2,rolling_target_2_sessions_tp_on,60d75c0741efaed615e71f9031a5889a6f4cba757e23423547065b587981ad6f,0,15,0,0,stress,0.0,False,13,57,POWI,30,30,0.5
33,train_1,0.5262151394422311,0,515,0,0,False,2,fixed_2_sessions,60d75c0741efaed615e71f9031a5889a6f4cba757e23423547065b587981ad6f,0,0,0,0,stress,0.0,False,0,57,POWI,28,28,0.0
15,train_1,0.5262151394422311,0,252,0,0,False,3,rolling_target_2_sessions_tp_off,60d75c0741efaed615e71f9031a5889a6f4cba757e23423547065b587981ad6f,0,0,0,0,oos,0.0,False,11,22,POWI,11,7,0.0
15,train_1,0.5262151394422311,7,252,0,0,False,3,rolling_target_2_sessions_tp_on,60d75c0741efaed615e71f9031a5889a6f4cba757e23423547065b587981ad6f,0,5,0,0,oos,0.0,False,5,22,POWI,12,10,0.4166666666666667
15,train_1,0.5262151394422311,0,252,0,0,False,2,fixed_2_sessions,60d75c0741efaed615e71f9031a5889a6f4cba757e23423547065b587981ad6f,0,0,0,0,oos,0.0,False,0,22,POWI,11,11,0.0
57,train_3,0.568,0,751,0,0,False,4,rolling_target_2_sessions_tp_off,7c6762e4a0a14bef47b4f82da441de6cb1a8b7cc86208f239ee47054cb5e8863,0,0,0,0,train,0.0,False,44,92,ARKG,44,31,0.0
57,train_3,0.568,33,751,0,0,False,3,rolling_target_2_sessions_tp_on,7c6762e4a0a14bef47b4f82da441de6cb1a8b7cc86208f239ee47054cb5e8863,0,26,0,0,train,0.0,False,15,92,ARKG,48,46,0.5416666666666666
57,train_3,0.568,0,751,0,0,False,2,fixed_2_sessions,7c6762e4a0a14bef47b4f82da441de6cb1a8b7cc86208f239ee47054cb5e8863,0,0,0,0,train,0.0,False,0,92,ARKG,44,44,0.0
31,train_3,0.568,0,515,0,0,False,4,rolling_target_2_sessions_tp_off,7c6762e4a0a14bef47b4f82da441de6cb1a8b7cc86208f239ee47054cb5e8863,0,1,0,1,stress,0.0,False,24,49,ARKG,25,20,0.04
31,train_3,0.568,12,515,0,0,False,3,rolling_target_2_sessions_tp_on,7c6762e4a0a14bef47b4f82da441de6cb1a8b7cc86208f239ee47054cb5e8863,0,10,0,1,stress,0.0,False,14,49,ARKG,27,25,0.37037037037037035
31,train_3,0.568,0,515,0,0,False,2,fixed_2_sessions,7c6762e4a0a14bef47b4f82da441de6cb1a8b7cc86208f239ee47054cb5e8863,0,0,0,0,stress,0.0,False,0,49,ARKG,24,24,0.0
20,train_3,0.568,0,252,0,0,False,3,rolling_target_2_sessions_tp_off,7c6762e4a0a14bef47b4f82da441de6cb1a8b7cc86208f239ee47054cb5e8863,0,0,0,0,oos,0.0,False,15,30,ARKG,15,10,0.0
20,train_3,0.568,6,252,0,0,False,3,rolling_target_2_sessions_tp_on,7c6762e4a0a14bef47b4f82da441de6cb1a8b7cc86208f239ee47054cb5e8863,0,5,0,0,oos,0.0,False,10,30,ARKG,16,13,0.3125
20,train_3,0.568,0,252,0,0,False,2,fixed_2_sessions,7c6762e4a0a14bef47b4f82da441de6cb1a8b7cc86208f239ee47054cb5e8863,0,0,0,0,oos,0.0,False,0,30,ARKG,15,15,0.0
71,train_1,0.5859760956175298,0,751,0,0,False,6,rolling_target_2_sessions_tp_off,3549a2bfac122543ac0d74718bb2ffd340e809ef398dd9afa2fcd31da476a7ca,0,0,0,0,train,0.0,False,54,112,CDE,54,42,0.0
71,train_1,0.5859760956175298,49,751,0,0,False,3,rolling_target_2_sessions_tp_on,3549a2bfac122543ac0d74718bb2ffd340e809ef398dd9afa2fcd31da476a7ca,0,42,0,0,train,0.0,False,8,112,CDE,57,53,0.7368421052631579
71,train_1,0.5859760956175298,0,751,0,0,False,2,fixed_2_sessions,3549a2bfac122543ac0d74718bb2ffd340e809ef398dd9afa2fcd31da476a7ca,0,0,0,0,train,0.0,False,0,112,CDE,55,55,0.0
55,train_1,0.5859760956175298,0,515,0,0,False,4,rolling_target_2_sessions_tp_off,3549a2bfac122543ac0d74718bb2ffd340e809ef398dd9afa2fcd31da476a7ca,0,1,0,1,stress,0.0,False,39,85,CDE,40,25,0.025
55,train_1,0.5859760956175298,26,515,0,0,False,4,rolling_target_2_sessions_tp_on,3549a2bfac122543ac0d74718bb2ffd340e809ef398dd9afa2fcd31da476a7ca,0,23,0,1,stress,0.0,False,17,85,CDE,44,39,0.5227272727272727
55,train_1,0.5859760956175298,0,515,0,0,False,2,fixed_2_sessions,3549a2bfac122543ac0d74718bb2ffd340e809ef398dd9afa2fcd31da476a7ca,0,0,0,0,stress,0.0,False,0,85,CDE,39,39,0.0
24,train_1,0.5859760956175298,0,252,0,0,False,3,rolling_target_2_sessions_tp_off,3549a2bfac122543ac0d74718bb2ffd340e809ef398dd9afa2fcd31da476a7ca,0,0,0,0,oos,0.0,False,19,38,CDE,19,14,0.0
24,train_1,0.5859760956175298,13,252,0,0,False,3,rolling_target_2_sessions_tp_on,3549a2bfac122543ac0d74718bb2ffd340e809ef398dd9afa2fcd31da476a7ca,0,8,0,0,oos,0.0,False,7,38,CDE,20,17,0.4
24,train_1,0.5859760956175298,0,252,0,0,False,2,fixed_2_sessions,3549a2bfac122543ac0d74718bb2ffd340e809ef398dd9afa2fcd31da476a7ca,0,0,0,0,oos,0.0,False,0,38,CDE,19,19,0.0
58,train_1,0.6497211155378486,0,751,0,0,False,4,rolling_target_2_sessions_tp_off,17060aa38d8869eece4411c5612727bfd6cd87e217095f4e3d2ddea51ae289b5,0,0,0,1,train,0.0,False,44,96,BELFB,45,34,0.0
58,train_1,0.6497211155378486,36,751,0,0,False,4,rolling_target_2_sessions_tp_on,17060aa38d8869eece4411c5612727bfd6cd87e217095f4e3d2ddea51ae289b5,0,24,0,0,train,0.0,False,12,96,BELFB,48,43,0.5
58,train_1,0.6497211155378486,0,751,0,0,False,2,fixed_2_sessions,17060aa38d8869eece4411c5612727bfd6cd87e217095f4e3d2ddea51ae289b5,0,0,0,0,train,0.0,False,0,96,BELFB,45,45,0.0
27,train_1,0.6497211155378486,0,515,0,0,False,3,rolling_target_2_sessions_tp_off,17060aa38d8869eece4411c5612727bfd6cd87e217095f4e3d2ddea51ae289b5,0,1,0,1,stress,0.0,False,24,50,BELFB,25,23,0.04
27,train_1,0.6497211155378486,15,515,0,0,False,2,rolling_target_2_sessions_tp_on,17060aa38d8869eece4411c5612727bfd6cd87e217095f4e3d2ddea51ae289b5,0,13,0,1,stress,0.0,False,10,50,BELFB,26,26,0.5
27,train_1,0.6497211155378486,0,515,0,0,False,2,fixed_2_sessions,17060aa38d8869eece4411c5612727bfd6cd87e217095f4e3d2ddea51ae289b5,0,0,0,0,stress,0.0,False,0,50,BELFB,24,24,0.0
23,train_1,0.6497211155378486,0,252,0,0,False,3,rolling_target_2_sessions_tp_off,17060aa38d8869eece4411c5612727bfd6cd87e217095f4e3d2ddea51ae289b5,0,0,0,0,oos,0.0,False,20,40,BELFB,20,17,0.0
23,train_1,0.6497211155378486,13,252,0,0,False,3,rolling_target_2_sessions_tp_on,17060aa38d8869eece4411c5612727bfd6cd87e217095f4e3d2ddea51ae289b5,0,12,0,0,oos,0.0,False,7,40,BELFB,20,19,0.6
23,train_1,0.6497211155378486,0,252,0,0,False,2,fixed_2_sessions,17060aa38d8869eece4411c5612727bfd6cd87e217095f4e3d2ddea51ae289b5,0,0,0,0,oos,0.0,False,0,40,BELFB,20,20,0.0
46,train_3,0.45,0,751,0,0,False,6,rolling_target_2_sessions_tp_off,ff71b8e4b434d8ccd793907a46bd606de2ecd127510a19295fef544d24897cca,0,0,0,0,train,0.0,False,37,78,CAT,37,31,0.0
46,train_3,0.45,11,751,0,0,False,6,rolling_target_2_sessions_tp_on,ff71b8e4b434d8ccd793907a46bd606de2ecd127510a19295fef544d24897cca,0,5,0,0,train,0.0,False,26,78,CAT,37,33,0.13513513513513514
46,train_3,0.45,0,751,0,0,False,2,fixed_2_sessions,ff71b8e4b434d8ccd793907a46bd606de2ecd127510a19295fef544d24897cca,0,0,0,0,train,0.0,False,0,78,CAT,39,39,0.0
29,train_3,0.45,0,515,0,0,False,4,rolling_target_2_sessions_tp_off,ff71b8e4b434d8ccd793907a46bd606de2ecd127510a19295fef544d24897cca,0,0,0,0,stress,0.0,False,24,50,CAT,24,19,0.0
29,train_3,0.45,5,515,0,0,False,3,rolling_target_2_sessions_tp_on,ff71b8e4b434d8ccd793907a46bd606de2ecd127510a19295fef544d24897cca,0,2,0,0,stress,0.0,False,19,50,CAT,24,21,0.08333333333333333
29,train_3,0.45,0,515,0,0,False,2,fixed_2_sessions,ff71b8e4b434d8ccd793907a46bd606de2ecd127510a19295fef544d24897cca,0,0,0,0,stress,0.0,False,0,50,CAT,24,24,0.0
11,train_3,0.45,0,252,0,0,False,3,rolling_target_2_sessions_tp_off,ff71b8e4b434d8ccd793907a46bd606de2ecd127510a19295fef544d24897cca,0,0,0,0,oos,0.0,False,9,18,CAT,9,7,0.0
11,train_3,0.45,6,252,0,0,False,3,rolling_target_2_sessions_tp_on,ff71b8e4b434d8ccd793907a46bd606de2ecd127510a19295fef544d24897cca,0,3,0,0,oos,0.0,False,3,18,CAT,9,7,0.3333333333333333
11,train_3,0.45,0,252,0,0,False,2,fixed_2_sessions,ff71b8e4b434d8ccd793907a46bd606de2ecd127510a19295fef544d24897cca,0,0,0,0,oos,0.0,False,0,18,CAT,9,9,0.0
